,Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,Fe
1474,Dahongshan,IOCG,Orebody I,Wang et al 2020,Orebody I,JKB52-1-3,35.67217989189455,579.9587190474932,2000.0,354.79304063152904,4654.5523796816715,25.33169034722036,47.29947342819665,6.0,16.976746230367272,338.64623032066066,48.795768272052364,72.260117
1475,Dahongshan,IOCG,Orebody I,Wang et al 2020,Orebody I,JKB52-1-4,37.40071422505671,661.4285881845676,2000.0,774.558376831083,5522.877680923512,32.52476521832142,6.0,6.0,18.990890100817566,370.2369060205173,53.054799072684354,72.260117
1476,Dahongshan,IOCG,Orebody I,Wang et al 2020,Orebody I,JKB52-1-5,22.59285282063016,731.369032156183,2000.0,409.67586427601674,4891.840004700838,40.08641027485788,128.62745295149566,6.0,26.303745919573927,400.78760734355865,57.78088873059987,72.260117
1477,Dahongshan,IOCG,Orebody I,Wang et al 2020,Orebody I,JKB52-1-6,41.57089170462705,736.5000906799406,2000.0,445.3674069389424,5617.275370505898,46.69390013562191,52.55637985617079,6.0,32.19146547051985,368.97480421609436,59.002861611782976,72.260117
1478,Dahongshan,IOCG,Orebody I,Wang et al 2020,Orebody I,JKB52-1-7,66.52395716038856,998.8817930914272,2000.0,1658.940172585091,4476.914938380746,92.47573931792712,6.0,6.0,32.693436895967345,415.05501934129563,60.41680701612746,72.260117
1479,Dahongshan,IOCG,Orebody I,Wang et al 2020,Orebody I,JKB52-1-8,45.59120676850043,536.5683267345859,2000.0,344.944143223377,3365.4082563099855,40.19964049478229,33.66627962567121,6.0,27.86493731532517,279.0649382093484,59.64746028168927,72.260117
1480,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,41.56642323061122,89.91425640514241,12668.96065297783,19.300650026114184,3.5894340328502925,6.648584733915051,6.0,25.04229282137867,2.6010802581715073,23.022814848432784,1.0,72.36
1481,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,139.76290173020993,196.68394835943474,28623.55470426069,14.500125925626556,3.2657766633082783,6.160391739853782,6.0,25.611346413578932,2.907927516383534,23.914307232662733,1.0,72.36
1482,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,176.58744489449572,198.34479792386597,28840.115961608117,13.055938314367143,3.1863351956350834,6.663399475015171,6.0,27.020538197701438,2.851007330325843,24.96715162849026,1.0,72.36
1483,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,138.6341183145638,126.07683921997031,14216.583066732353,15.718031272747297,3.036294075032459,8.204776822839538,6.0,29.25316272352168,2.95969886280727,24.080043647047763,1.0,72.36
1484,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,56.668984120336994,85.58375249961463,4903.096165603314,12.681885230360285,2.9331616619856096,7.832899847483611,6.0,28.516003890498993,2.757668061627863,24.185950340263023,1.0,72.36
1485,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,74.02268607804227,94.33148461943604,5035.298121006298,13.471733053504588,2.8470567566306446,7.155072488977926,6.0,26.51736185585516,2.7186691068067934,23.509658608668282,1.0,72.36
1486,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,64.21351082373486,107.09146544427092,5590.61155770362,11.0,2.7476485638873265,6.824812634140487,6.0,25.572460381323058,2.9012114807500446,22.529703475471536,1.81,72.36
1487,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,89.10706930381667,107.31038555007807,2000.0,12.388721917138717,2.933339557937177,7.741193923711365,6.0,26.300034589258765,2.634092301855155,22.691096913334555,1.0,72.36
1488,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,66.22226489344519,89.89980548963665,3706.776812039395,13.385827728778397,2.939406943348844,7.432037301441491,6.0,27.476317611111003,2.838816283551201,23.550059611206922,1.0,72.36
1489,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,64.11275008641172,86.96877885283033,10646.632958074519,12.925612293488795,2.893883336131025,7.253407853931783,6.0,25.25002349946684,2.90024845375004,23.393480794285832,1.0,72.36
1490,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,65.48394828379429,139.92778015569533,4260.948055960191,12.901954802300843,3.1594577753407362,7.0236860658257845,6.0,25.188763632773462,2.857398438515037,23.980170719624166,1.0,72.36
1491,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,120.05032486087099,141.63864594932926,3976.4884312043814,11.619220195157165,3.1139912358814477,7.599728873923571,6.0,28.15144086075312,3.0543313135029977,23.422737741508563,1.0,72.36
1492,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,137.66379744943896,152.94715231731314,4620.265374237356,14.304361079883563,2.762487775106264,7.8537421309956,6.0,28.329200458981376,2.812775377473881,24.381576357135003,1.0,72.36
1493,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,57.93373716152699,77.75038304933591,3629.604035333403,14.646762442762844,2.608080555643398,8.230716585654214,6.0,26.68689720365068,2.8556604945423576,22.737168922508502,1.0,72.36
1494,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,68.36574305369962,109.35954092928085,8363.358813560613,12.705293106029902,3.191534190798146,7.083565772394776,6.0,27.09401267659753,2.834754651565923,22.876316292781862,1.0,72.36
1495,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,54.27622712681795,84.00100703916974,19878.586048570236,11.752286090425402,3.14308972540236,7.702281396249012,6.0,27.921827486886826,2.8784684767426723,24.763814649321585,1.0,72.36
1496,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,44.51396932576806,77.24669696611683,38936.522789380266,11.36252971451653,3.179660958047807,7.050034344727406,6.0,27.183701787156572,2.7589609280662564,23.11277468567356,1.0,72.36
1497,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,55.35189288110817,116.39580105531822,20432.47887270717,13.396932982631906,3.0466748322374078,7.020324253910254,6.0,23.384163143666168,2.842455420836844,23.58431058339746,1.0,72.36
1498,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,95.5669833771267,168.05173945241535,53148.01432096828,28.44737581484693,6.236218165816236,12.258721124903307,6.0,34.894913462030495,1.0,33.61990781717335,1.1834123081500016,72.36
1499,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,30.770621038526514,96.22117106154826,23090.22837867023,22.659666018857433,6.7669766376198845,7.353534087350311,6.0,29.3061893879691,1.0,32.5941180948752,1.2492588103457296,72.36
1500,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,95.3747467782825,122.88004089555058,3991.3696620659225,27.150117848461054,7.4919281118935945,9.51706540181334,7.065709068018009,31.1982099448887,1.0,31.349613925777554,1.1449009977205125,72.36
1501,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,197.14424972408193,121.64695573693186,72245.0681645821,23.09298337891399,6.4940207424532055,16.59064559728336,6.0,36.82063775644063,1.0,36.36871966077517,1.0813986385498473,72.36
1502,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-101,24.72690468904489,90.09140504684663,2421.7958619176898,13.777394433023268,6.543606291150681,11.471239418333386,6.0,38.93119030710067,1.0,36.34937410103742,1.1541629283825925,72.36
1503,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,15099.208725417853,275.16301219415624,2000.0,52.765551479392876,5.620101457516799,274.6913285740761,6.0,31.590182031464618,2.8819585048514083,19.71110340988113,1.0,72.36
1504,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,11875.841961642127,335.08001480670185,2000.0,40.20791626221775,5.7290748541618495,192.67032456271562,6.0,27.361299801336003,2.750303706920908,19.05502496427702,1.0,72.36
1505,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,17884.379362046133,306.0635677480901,2000.0,60.76152310604055,5.299784490931074,287.3759552884406,6.0,32.325543967697286,3.06697220077761,20.272738430980823,1.0,72.36
1506,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,11828.15750797186,213.4238503348684,2000.0,54.500828065856304,6.590137618572086,171.4530365671779,6.0,27.007751681282592,2.8948875672714287,19.64447039823614,1.0,72.36
1507,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,14444.309263950563,140.7819373688152,2000.0,54.988485844043744,5.848817054084732,299.75655238781803,6.0,28.81849977236991,2.946704592753813,18.995948987618966,1.81,72.36
1508,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,13392.84227004146,320.0828304672764,2000.0,60.249096584271584,6.0910556626111125,319.2840585488148,6.0,29.277611633353107,2.973971247139305,18.782420952985632,1.0,72.36
1509,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,11669.748720087258,145.17582602987304,2000.0,63.22643116676644,6.746590133346647,170.0168778345813,6.0,25.11910535150333,3.009580961541487,18.815170717446986,1.81,72.36
1510,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,9017.852894497593,211.22843659188334,2000.0,56.12402766311348,6.808742528221148,158.43647181520382,7.9025905459099395,25.434244476275182,3.138515470464385,20.175359091576446,1.0,72.36
1511,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,16468.54023591062,205.99269319300438,2000.0,57.80270195723742,5.753731748733067,350.58820312477474,6.0,36.21596723517327,4.830464062397481,25.793270325280197,1.81,72.36
1512,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,18325.562777504205,233.83037996543737,2000.0,57.33153846535169,5.653951198980894,424.7868166736817,6.0,35.139784186190724,3.1496202991564233,19.834336375018943,1.0,72.36
1513,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,17628.99841283025,294.67017210439326,2084.483636642073,60.090423503945836,6.240931068556386,358.4407046361738,6.0,35.83392949117901,3.2453248384413684,20.558244581467967,1.81,72.36
1514,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,16137.62037435298,118.62405294037255,2000.0,53.19012558580319,5.640375633290954,344.4318686583755,6.0,29.9465467336322,3.1234948920992944,19.49590286113124,1.0,72.36
1515,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,18583.80804637302,201.5107731504775,2000.0,58.8211176091021,6.254765902254556,442.3137976691285,6.0,32.63343945640034,3.1361186861107324,19.995244919876956,1.0,72.36
1516,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,16315.495645047238,136.44329794670753,2000.0,59.212546960043184,5.968348288667088,369.1028703490299,6.11595838898257,32.46278403045594,3.1974450618892125,21.649870774476383,1.0,72.36
1517,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,12765.455386140182,274.82042675085427,2000.0,56.74859864398705,6.286875782087815,294.6163527915945,6.012921972136196,26.262266064073454,2.958425099847923,21.184689516847737,1.0,72.36
1518,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,19522.65051003837,217.80476478701405,2000.0,31.791265264712994,5.323355028791691,376.4085389705304,6.0,32.52573115230168,2.9853609708009836,19.82546552927712,1.0,72.36
1519,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,9550.371449747608,255.87246782577947,2446.4625251153698,42.91528375028899,6.0094328906909436,141.5656175853221,6.0,24.033124791468275,2.475989811133525,20.952731081786744,1.0,72.36
1520,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,539.1491067247908,102.02499050309811,2000.0,52.926427258181654,9.144816327247097,15.875881275646398,6.0,21.024716138721185,4.187457573414556,22.376794233485356,1.1611724272665898,72.36
1521,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W9-104,8191.87293997801,111.68559824977888,2000.0,51.01453148096067,8.599378633128264,189.0198375674005,6.0,25.508340163026986,4.585244009426338,25.44889080763575,1.1034650905529901,72.36
1522,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,18406.54983726403,66.94037533411925,2000.0,55.995393707097314,38.58566865099085,651.0263166312933,6.0,37.348898273263714,4.048804476123536,160.5378374879054,1.4045434144291238,72.36
1523,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,19240.392877881983,145.07398324257105,2000.0,42.71337328712933,48.49229176677483,712.616214357931,6.0,40.750446474945704,6.4136535766208755,225.50161001005768,1.7349588405086878,72.36
1524,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,12291.477367534091,24.229822945132554,2000.0,47.09435227351014,49.143103762946154,473.44865881905713,6.0,26.4525738444817,2.1938565953982443,115.33607796167296,1.5891013800483909,72.36
1525,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,18859.96711994368,34.020875217350664,2000.0,39.66127890578668,38.76827683330703,658.8054327496371,6.0,39.01416724976392,3.928478745727706,151.79574889566317,1.3748393301351036,72.36
1526,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,18494.527054415714,19.84460754877603,4719.779711244877,40.95970401744702,37.886268102184644,742.0082696347499,6.0,32.34379906632385,3.2791487761683906,139.40947618612435,1.483157835040224,72.36
1527,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,4779.019748835919,20.34323862881553,2000.0,33.28221334372186,56.47223546401728,293.7627334491193,6.0,18.43071665733431,3.7527255666062933,140.42193729798404,2.4084082734973347,72.36
1528,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,4731.798780138876,18.310948645378005,2000.0,35.803641024792924,56.07823405631246,150.5179827521532,6.0,22.86830071649245,1.5300442529699365,139.24151484381807,2.2454399435075074,72.36
1529,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W8-35,6036.090636520368,23.45135845977448,2000.0,41.27606710370511,51.357411812162574,181.39179321119775,6.0,26.859692163945788,1.2304761512242868,134.0235811102597,2.387772824271951,72.36
1530,Beebyn,BIF,Unassigned,Duuring et al 2018,,BN-W10-13,1916.314171631717,95.02869084052644,2000.0,11.0,21.60059232043452,17.37524176434648,6.0,17.28090018776027,1.5191230692722242,2.0,1.81,72.36
