,Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,Fe
4963,Riviere Bell Complex,Fe-Ti-V,MA11-2,Polivchuk 2017,Massive oxides,MA11-2_mt5.d,4833.0,18949.5,2000.0,50243.0,7734.1,1734.3,303.3,327.7,217.2,308.8,46.4,63.76
4964,Riviere Bell Complex,Fe-Ti-V,MA11-2,Polivchuk 2017,Massive oxides,MA11-2_mt6.d,4915.9,18107.9,2000.0,51199.4,7734.1,1900.1,307.3,364.1,199.5,315.0,45.4,63.76
4965,Riviere Bell Complex,Fe-Ti-V,MA11-2 (Altered),Polivchuk 2017,Massive oxides,MA11-2_alt-mt-1.d,893.92,16592.2,2000.0,36078.4,8321.82,1144.09,383.94,1652.79,67.98,100.32,51.19,64.31
4966,Riviere Bell Complex,Fe-Ti-V,MA11-2 (Altered),Polivchuk 2017,Massive oxides,MA11-2_alt-mt-2.d,746.01,15884.8,2000.0,69455.7,7910.23,2122.26,325.41,1620.63,72.99,120.26,51.26,64.31
4967,Riviere Bell Complex,Fe-Ti-V,MA11-2 (Altered),Polivchuk 2017,Massive oxides,MA11-2_alt-mt-3.d,1607.77,15820.5,2057.95,35306.6,8000.27,1202.61,342.78,1119.01,100.32,179.43,54.15,64.31
4968,Riviere Bell Complex,Fe-Ti-V,MA11-2 (Altered),Polivchuk 2017,Massive oxides,MA11-2_alt-mt-5.d,881.06,12026.1,2000.0,43474.1,7035.61,1399.4,299.69,900.35,63.8,154.99,45.34,64.31
4969,Riviere Bell Complex,Fe-Ti-V,MA11-2 (Altered),Polivchuk 2017,Massive oxides,MA11-2_alt-mt-6.d,775.59,17878.4,2000.0,39615.5,8218.92,1250.2,320.91,1574.33,96.08,145.34,54.99,64.31
4970,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT1.d,70.09,344.6,2000.0,46289.1,9065.24,2482.97,7827.2,30.06,28.54,190.59,31.78,68.78
4971,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT2.d,62.73,313.0,2000.0,40855.5,8308.66,2173.46,7758.42,24.62,29.64,206.34,28.34,68.78
4972,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT3.d,65.48,217.3,2000.0,41749.6,9422.9,2180.34,7139.39,20.22,33.98,207.03,32.26,68.78
4973,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT4.d,129.31,381.7,2000.0,30332.1,7971.64,1671.36,7091.25,20.5,26.07,187.08,27.26,68.78
4974,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT5.d,112.8,264.8,2000.0,56399.8,9216.56,2957.55,7909.73,36.66,35.7,237.29,30.68,68.78
4975,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT6.d,93.54,254.5,2000.0,23522.9,7153.15,1251.8,8260.51,25.59,39.07,233.17,27.17,68.78
4976,Riviere Bell Complex,Fe-Ti-V,MA03-7,Polivchuk 2017,Gabbro,MA03-7-MT-7.d,364.54,1162.4,2000.0,23522.9,6706.08,1203.66,6307.15,334.27,69.26,258.61,23.1,68.78
4977,Riviere Bell Complex,Fe-Ti-V,MA03-4,Polivchuk 2017,Gabbro,MA03-4_mt1.d,1005.0,11331.6,2000.0,54971.8,7298.1,2394.5,6650.6,725.1,321.7,484.3,52.4,67.45
4978,Riviere Bell Complex,Fe-Ti-V,MA03-4,Polivchuk 2017,Gabbro,MA03-4_mt2.d,600.3,11129.3,2000.0,31027.1,8417.8,1362.5,8114.2,1015.1,211.1,392.6,51.5,67.45
4979,Riviere Bell Complex,Fe-Ti-V,MA03-4,Polivchuk 2017,Gabbro,MA03-4_mt3.d,363.6,12491.8,2000.0,45933.5,9753.3,1768.5,7318.3,642.1,174.0,443.1,59.3,67.45
4980,Riviere Bell Complex,Fe-Ti-V,MA03-4,Polivchuk 2017,Gabbro,MA03-4_mt4.d,327.8,10839.2,2000.0,39256.0,9577.9,1469.1,7493.7,879.5,209.1,416.2,62.7,67.45
4981,Riviere Bell Complex,Fe-Ti-V,MA03-4,Polivchuk 2017,Gabbro,MA03-4_mt5.d,398.0,11709.3,2000.0,37299.9,8916.9,1454.2,7756.8,1021.9,222.6,418.9,77.3,67.45
4982,Riviere Bell Complex,Fe-Ti-V,MA03-4,Polivchuk 2017,Gabbro,MA03-4_mt6.d,541.6,13894.7,2000.0,65763.9,9955.6,2401.2,6191.9,491.7,174.6,383.1,61.2,67.45
4983,Riviere Bell Complex,Fe-Ti-V,MA03-1B,Polivchuk 2017,Olivine Gabbronorite,MA03-1B_mt1.d,5655.8,24849.5,2000.0,57039.6,9139.6,1801.4,11119.1,533.1,241.3,512.6,50.8,60.17
4984,Riviere Bell Complex,Fe-Ti-V,MA03-1B,Polivchuk 2017,Olivine Gabbronorite,MA03-1B_mt2.d,5487.4,23489.7,2000.0,57099.8,9320.1,1707.6,11913.3,444.0,227.6,514.4,50.8,60.17
4985,Riviere Bell Complex,Fe-Ti-V,MA03-1B,Polivchuk 2017,Olivine Gabbronorite,MA03-1B_mt3.d,4548.7,24909.7,2000.0,57280.3,8923.0,1940.4,10517.4,534.3,236.9,506.6,51.5,60.17
4986,Riviere Bell Complex,Fe-Ti-V,MA03-1B,Polivchuk 2017,Olivine Gabbronorite,MA03-1B_mt4.d,4885.7,23026.4,2000.0,54211.7,9452.4,1778.6,10710.0,479.5,232.9,507.8,51.2,60.17
4987,Riviere Bell Complex,Fe-Ti-V,MA03-1B,Polivchuk 2017,Olivine Gabbronorite,MA03-1b_mt5.d,4151.6,21480.1,2000.0,55114.2,9049.3,1788.2,10788.2,350.8,229.7,505.4,49.1,60.17
4988,Riviere Bell Complex,Fe-Ti-V,MA03-1A,Polivchuk 2017,Olivine Gabbronorite,MA03-1A_mt1.d,4315.0,22359.9,2000.0,52855.2,8939.0,1777.3,9241.9,377.1,205.8,430.3,49.9,61.82
4989,Riviere Bell Complex,Fe-Ti-V,MA03-1A,Polivchuk 2017,Olivine Gabbronorite,MA03-1A_mt2.d,4630.2,21574.8,2000.0,51680.6,9211.0,1712.4,11183.0,479.1,211.4,455.0,52.3,61.82
4990,Riviere Bell Complex,Fe-Ti-V,MA03-1A,Polivchuk 2017,Olivine Gabbronorite,MA03-1A_mt3.d,4797.1,22285.7,2000.0,52917.0,9130.7,1693.8,9625.2,438.9,212.8,460.6,50.1,61.82
4991,Riviere Bell Complex,Fe-Ti-V,MA03-1A,Polivchuk 2017,Olivine Gabbronorite,MA03-1A_mt4.d,4828.1,22706.1,2000.0,53226.1,9130.7,1726.6,9260.5,432.1,214.4,463.0,51.1,61.82
4992,Riviere Bell Complex,Fe-Ti-V,MA03-1A,Polivchuk 2017,Olivine Gabbronorite,MA03-1A_mt5.d,4976.4,20214.8,2000.0,81848.2,8691.7,2664.4,10088.8,312.2,214.7,416.0,50.0,61.82
4993,Riviere Bell Complex,Fe-Ti-V,MA03-1A,Polivchuk 2017,Olivine Gabbronorite,MA03-1A_mt6.d,5186.6,22811.2,2000.0,79128.2,8883.4,2509.8,10503.0,517.4,196.7,418.5,48.8,61.82
4994,Riviere Bell Complex,Fe-Ti-V,T3-C4-1,Polivchuk 2017,Olivine Pyroxenite,T3C4-1-MT1.d,3290.46,16538.2,2000.0,68387.5,6998.37,2234.57,129.78,446.91,150.71,188.16,44.94,61.39
4995,Riviere Bell Complex,Fe-Ti-V,T3-C4-1,Polivchuk 2017,Olivine Pyroxenite,T3C4-1-MT2.d,3566.71,16642.6,2000.0,69615.3,6973.81,2363.48,130.51,456.74,154.95,190.12,45.61,61.39
4996,Riviere Bell Complex,Fe-Ti-V,T3-C4-1,Polivchuk 2017,Olivine Pyroxenite,T3C4-1-MT3.d,3216.79,16931.1,2000.0,64028.9,7231.64,1989.01,140.4,491.73,122.96,173.36,47.21,61.39
4997,Riviere Bell Complex,Fe-Ti-V,T3-C4-1,Polivchuk 2017,Olivine Pyroxenite,T3C4-1-MT4.d,3609.68,16673.3,2000.0,61880.3,7121.14,2228.43,133.03,483.13,167.59,195.22,47.09,61.39
4998,Riviere Bell Complex,Fe-Ti-V,T3-C4-1,Polivchuk 2017,Olivine Pyroxenite,T3C4-1-MT5.d,3235.21,15476.2,2000.0,67466.7,6630.03,2406.46,136.53,455.51,157.34,175.57,45.31,61.39
4999,Riviere Bell Complex,Fe-Ti-V,T3-C4-2,Polivchuk 2017,Olivine Pyroxenite,T3C4-2-MT1.d,3317.37,15499.8,2000.0,56788.9,7309.46,1842.98,114.08,413.58,166.12,209.29,47.61,62.47
5000,Riviere Bell Complex,Fe-Ti-V,T3-C4-2,Polivchuk 2017,Olivine Pyroxenite,T3C4-2-MT2.d,3361.1,16655.6,2000.0,67534.4,7215.75,2130.36,106.64,435.44,169.62,210.97,47.67,62.47
5001,Riviere Bell Complex,Fe-Ti-V,T3-C4-2,Polivchuk 2017,Olivine Pyroxenite,T3C4-2-MT3.d,3579.76,17049.2,2000.0,57726.0,7740.53,2076.64,124.45,454.19,200.73,221.78,47.61,62.47
5002,Riviere Bell Complex,Fe-Ti-V,T3-C4-2,Polivchuk 2017,Olivine Pyroxenite,T3C4-2-MT4.d,3542.28,15974.6,2000.0,52228.3,7403.17,1892.96,121.45,436.69,166.87,218.66,48.48,62.47
5003,Riviere Bell Complex,Fe-Ti-V,T3-C4-2,Polivchuk 2017,Olivine Pyroxenite,T3C4-2-MT5.d,3979.59,15749.7,2000.0,64473.2,7265.73,2249.06,118.08,468.56,195.54,255.52,47.17,62.47
5004,Riviere Bell Complex,Fe-Ti-V,TA1-1,Polivchuk 2017,Olivine Pyroxenite,TA1-1_mt1.d,4016.01,21058.2,2000.0,65131.1,7114.6,2563.93,303.05,305.61,167.63,260.04,47.69,60.76
5005,Riviere Bell Complex,Fe-Ti-V,TA1-1,Polivchuk 2017,Olivine Pyroxenite,TA1-1_mt2.d,4781.55,20110.4,2000.0,72604.2,6944.48,1941.17,292.24,306.21,156.81,255.18,45.63,60.76
5006,Riviere Bell Complex,Fe-Ti-V,TA1-1,Polivchuk 2017,Olivine Pyroxenite,TA1-1_mt3.d,3785.14,18227.0,2000.0,65617.1,7078.15,2145.32,288.59,249.71,149.22,249.71,45.63,60.76
5007,Riviere Bell Complex,Fe-Ti-V,TA1-1,Polivchuk 2017,Olivine Pyroxenite,TA1-1_mt4.d,4125.37,19016.8,2000.0,66710.8,6920.18,1874.95,280.94,297.1,136.28,233.61,43.2,60.76
5008,Riviere Bell Complex,Fe-Ti-V,TA1-1,Polivchuk 2017,Olivine Pyroxenite,TA1-1_mt5.d,5243.3,20475.0,2000.0,69870.1,7120.68,2295.99,291.63,326.87,189.14,265.51,45.26,60.76
5009,Riviere Bell Complex,Fe-Ti-V,TA1-4,Polivchuk 2017,Olivine Pyroxenite,TA1-4_mt1.d,5280.34,18544.5,2000.0,70726.3,6680.38,2289.55,223.22,276.39,177.78,268.6,43.69,60.35
5010,Riviere Bell Complex,Fe-Ti-V,TA1-4,Polivchuk 2017,Olivine Pyroxenite,TA1-4_mt2.d,5437.24,18478.2,2000.0,69217.7,6782.97,2153.77,228.23,280.01,191.12,277.72,43.69,60.35
5011,Riviere Bell Complex,Fe-Ti-V,TA1-4,Polivchuk 2017,Olivine Pyroxenite,TA1-4_mt3.d,5606.21,18798.0,2000.0,68553.8,6704.52,2088.6,233.3,306.56,185.81,272.77,45.5,60.35
5012,Riviere Bell Complex,Fe-Ti-V,TA1-4,Polivchuk 2017,Olivine Pyroxenite,TA1-4_mt4.d,5805.35,19196.3,2000.0,70967.7,6680.38,2221.97,231.13,303.54,200.71,278.38,44.6,60.35
5013,Riviere Bell Complex,Fe-Ti-V,TA1-4,Polivchuk 2017,Olivine Pyroxenite,TA1-4_mt5.d,5557.93,18454.0,2000.0,69157.3,6855.38,2007.13,245.25,273.97,175.97,263.11,44.66,60.35
5014,Riviere Bell Complex,Fe-Ti-V,TA1-5,Polivchuk 2017,Olivine Pyroxenite,TA1-5_mt1.d,4324.92,20256.0,2000.0,66242.5,7396.77,1776.2,376.53,444.66,162.6,248.79,45.2,60.83
5015,Riviere Bell Complex,Fe-Ti-V,TA1-5,Polivchuk 2017,Olivine Pyroxenite,TA1-5_mt1.d,4008.61,19471.3,2000.0,67337.4,7080.46,1817.56,340.64,291.37,168.86,256.94,45.01,60.83
5016,Riviere Bell Complex,Fe-Ti-V,TA1-5,Polivchuk 2017,Olivine Pyroxenite,TA1-5_mt2.d,4397.92,19428.7,2000.0,67641.5,7147.38,1857.71,373.49,352.2,166.73,268.13,46.29,60.83
5017,Riviere Bell Complex,Fe-Ti-V,TA1-5,Polivchuk 2017,Olivine Pyroxenite,TA1-5_mt3.d,4762.89,20444.5,2000.0,66485.8,7086.55,1995.18,326.59,395.39,182.67,266.55,46.78,60.83
5018,Riviere Bell Complex,Fe-Ti-V,TA1-5,Polivchuk 2017,Olivine Pyroxenite,TA1-5_mt4.d,4105.94,19440.9,2000.0,64965.1,7050.05,1837.03,318.2,291.37,175.61,270.44,45.07,60.83
5019,Riviere Bell Complex,Fe-Ti-V,TA1-5,Polivchuk 2017,Olivine Pyroxenite,TA1-5_mt5.d,3996.45,20073.5,2000.0,64113.5,7141.29,2187.4,315.09,313.27,184.68,285.29,45.99,60.83
5020,Riviere Bell Complex,Fe-Ti-V,TA1-6,Polivchuk 2017,Olivine Pyroxenite,TA1-6_mt1.d,4354.41,17670.9,2000.0,60008.8,7424.21,2074.68,277.43,241.24,163.44,261.14,43.3,60.31
5021,Riviere Bell Complex,Fe-Ti-V,TA1-6,Polivchuk 2017,Olivine Pyroxenite,TA1-6_mt1.d,4384.57,17683.0,2000.0,61818.1,7303.59,2000.5,283.46,237.62,157.11,251.49,43.06,60.31
5022,Riviere Bell Complex,Fe-Ti-V,TA1-6,Polivchuk 2017,Olivine Pyroxenite,TA1-6_mt2.d,4704.21,19359.6,2000.0,59466.0,7593.08,2249.58,288.89,290.09,174.66,269.59,45.11,60.31
5023,Riviere Bell Complex,Fe-Ti-V,TA1-6,Polivchuk 2017,Olivine Pyroxenite,TA1-6_mt3.d,5283.19,18937.5,2000.0,59405.7,7840.35,2394.32,290.7,319.04,197.82,297.33,46.5,60.31
5024,Riviere Bell Complex,Fe-Ti-V,TA1-6,Polivchuk 2017,Olivine Pyroxenite,TA1-6_mt4.d,4842.92,19781.8,2000.0,62602.2,7375.96,2412.42,276.82,346.78,188.77,295.52,44.87,60.31
5025,Riviere Bell Complex,Fe-Ti-V,TA1-6,Polivchuk 2017,Olivine Pyroxenite,TA1-6_mt5.d,4848.96,17912.2,2000.0,58923.3,7490.55,2448.6,282.25,281.65,196.01,281.65,43.42,60.31
5026,Riviere Bell Complex,Fe-Ti-V,TA2-1,Polivchuk 2017,Olivine Pyroxenite,TA2-1_mt1.d,4124.83,17851.1,2000.0,52934.2,7864.33,2135.06,286.78,210.35,192.6,300.68,46.11,63.17
5027,Riviere Bell Complex,Fe-Ti-V,TA2-1,Polivchuk 2017,Olivine Pyroxenite,TA2-1_mt2.d,4055.34,17446.8,2000.0,54071.2,7763.27,2090.84,308.26,219.51,191.21,291.83,44.22,63.17
5028,Riviere Bell Complex,Fe-Ti-V,TA2-1,Polivchuk 2017,Olivine Pyroxenite,TA2-1_mt3.d,4649.12,19670.3,2000.0,54260.7,8382.3,2514.06,319.63,305.73,205.93,300.04,47.06,63.17
5029,Riviere Bell Complex,Fe-Ti-V,TA2-1,Polivchuk 2017,Olivine Pyroxenite,TA2-1_mt4.d,4402.76,17497.4,2000.0,52428.9,8255.97,2406.68,325.94,257.72,182.62,292.46,45.73,63.17
5030,Riviere Bell Complex,Fe-Ti-V,TA2-1,Polivchuk 2017,Olivine Pyroxenite,TA2-1_mt5.d,4573.31,18760.7,2000.0,52744.7,8489.69,2444.58,323.42,275.41,209.72,312.68,49.97,63.17
5031,Riviere Bell Complex,Fe-Ti-V,TA2-3,Polivchuk 2017,Olivine Pyroxenite,TA2-3_mt1.d,4507.78,19420.5,2000.0,56017.2,7110.6,2116.2,503.59,277.26,197.79,279.52,46.84,62.87
5032,Riviere Bell Complex,Fe-Ti-V,TA2-3,Polivchuk 2017,Olivine Pyroxenite,TA2-3_mt2.d,4231.15,19238.2,2000.0,54193.9,7060.3,2509.14,470.58,254.62,219.42,292.47,46.9,62.87
5033,Riviere Bell Complex,Fe-Ti-V,TA2-3,Polivchuk 2017,Olivine Pyroxenite,TA2-3_mt3.d,4683.82,19998.9,2000.0,55954.3,6984.86,1953.37,472.22,289.2,189.3,271.98,46.21,62.87
5034,Riviere Bell Complex,Fe-Ti-V,TA2-3,Polivchuk 2017,Olivine Pyroxenite,TA2-3_mt4.d,4275.16,18942.7,2000.0,51804.9,7003.72,3168.65,440.09,247.08,201.44,277.51,45.64,62.87
5035,Riviere Bell Complex,Fe-Ti-V,TA2-3,Polivchuk 2017,Olivine Pyroxenite,TA2-3_mt5.d,4218.58,18062.6,2000.0,51804.9,6909.41,2309.22,445.75,217.78,192.19,286.44,46.02,62.87
5036,Riviere Bell Complex,Fe-Ti-V,TA2-4,Polivchuk 2017,Olivine Pyroxenite,TA2-4_mt1.d,3859.93,20326.0,2000.0,50248.3,6813.12,2489.75,362.06,292.8,208.68,278.32,48.04,62.97
5037,Riviere Bell Complex,Fe-Ti-V,TA2-4,Polivchuk 2017,Olivine Pyroxenite,TA2-4_mt2.d,4011.05,20590.5,2000.0,51318.8,6680.88,2506.12,353.25,259.43,209.18,263.84,46.41,62.97
5038,Riviere Bell Complex,Fe-Ti-V,TA2-4,Polivchuk 2017,Olivine Pyroxenite,TA 2-4_mt3.d,3948.08,21346.1,2000.0,51066.9,7058.69,2537.6,367.1,294.69,210.31,282.1,48.36,62.97
5039,Riviere Bell Complex,Fe-Ti-V,TA2-4,Polivchuk 2017,Olivine Pyroxenite,TA2-4_mt4.d,4143.28,20004.9,2000.0,51381.7,6724.96,3154.69,336.25,292.8,195.45,273.28,45.53,62.97
5040,Riviere Bell Complex,Fe-Ti-V,TA2-4,Polivchuk 2017,Olivine Pyroxenite,TA2-4_mt5.d,3740.29,18323.6,2000.0,49555.7,6964.24,3091.72,390.4,254.39,198.35,301.62,48.67,62.97
5041,Riviere Bell Complex,Fe-Ti-V,TA2-6,Polivchuk 2017,Olivine Pyroxenite,TA2-6_mt1.d,4452.6,21068.2,2000.0,58110.5,6603.5,1851.5,299.0,322.6,165.3,244.3,46.1,62.89
5042,Riviere Bell Complex,Fe-Ti-V,TA2-6,Polivchuk 2017,Olivine Pyroxenite,TA2-6_mt2.d,4377.2,20250.6,2000.0,57984.7,6842.4,2715.6,290.6,484.3,185.5,283.0,48.2,62.89
5043,Riviere Bell Complex,Fe-Ti-V,TA2-6,Polivchuk 2017,Olivine Pyroxenite,TA2-6_mt3.d,3792.3,20200.3,2000.0,57041.3,6943.1,2367.8,290.2,259.1,190.0,286.8,47.0,62.89
5044,Riviere Bell Complex,Fe-Ti-V,TA2-6,Polivchuk 2017,Olivine Pyroxenite,TA2-6_mt4.d,4075.3,20571.4,2000.0,58299.1,6729.2,2654.0,282.6,281.4,205.2,279.7,47.0,62.89
5045,Riviere Bell Complex,Fe-Ti-V,TA2-6,Polivchuk 2017,Olivine Pyroxenite,TA2-6_mt5.d,4440.0,21319.7,2000.0,59116.7,6911.6,1915.6,301.8,373.6,178.7,263.9,46.9,62.89
5046,Riviere Bell Complex,Fe-Ti-V,TA2-6,Polivchuk 2017,Olivine Pyroxenite,TA2-6_mt6.d,3584.7,21822.9,2000.0,56035.1,7068.8,2710.6,298.9,430.2,207.6,281.7,48.2,62.89
5150,Los Colorados,IOA,Unassigned,Knipping et al 2015,,04-38.8,5819.0,3801.0,7028.0,1538.0,2088.0,648.0,6.0,74.0,44.0,46.0,65.0,
5151,Los Colorados,IOA,Unassigned,Knipping et al 2015,,04-66.7,4308.0,603.0,3746.0,125.0,1368.0,572.0,6.0,60.0,51.0,50.0,50.0,
5152,Los Colorados,IOA,Unassigned,Knipping et al 2015,,04-99.5b,5738.0,2940.0,7061.0,2070.0,2260.0,701.0,6.8,61.0,40.0,32.0,62.0,
5153,Los Colorados,IOA,Unassigned,Knipping et al 2015,,04-104.4,4805.0,2306.0,5391.0,5633.0,2509.0,1352.0,6.0,87.0,40.0,43.0,59.0,
5154,Los Colorados,IOA,Unassigned,Knipping et al 2015,,04-125.3,1384.0,3195.0,2441.0,3383.0,2620.0,1165.0,6.0,118.0,39.0,48.0,58.0,
5155,Los Colorados,IOA,Unassigned,Knipping et al 2015,,04-129.5,937.0,2604.0,2886.0,3946.0,3287.0,1201.0,6.0,102.0,34.0,47.0,56.0,
5156,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-32,2294.0,4836.0,5668.0,5241.0,3183.0,2383.0,6.0,245.0,37.0,47.0,66.0,
5157,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-52.2,3481.0,2052.0,4827.0,1549.0,2755.0,1482.0,6.0,136.0,48.0,45.0,58.0,
5158,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-82.6,3934.0,2436.0,3362.0,1929.0,2977.0,1541.0,6.0,189.0,52.0,50.0,66.0,
5159,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-106,3104.0,2969.0,3667.0,1275.0,3068.0,1676.0,6.0,193.0,47.0,51.0,56.0,
5160,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-126,2770.0,1902.0,2906.0,752.0,2949.0,1113.0,6.0,119.0,46.0,40.0,62.0,
5161,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-129.1,3006.0,2491.0,2860.0,992.0,2995.0,1217.0,6.0,134.0,47.0,48.0,63.0,
5162,Los Colorados,IOA,Unassigned,Knipping et al 2015,,05-150,955.0,5238.0,3091.0,7456.0,6435.0,1470.0,6.0,313.0,16.0,54.0,73.0,
5163,Los Colorados,IOA,Unassigned,Knipping et al 2015,,14-98*,5615.0,2103.0,17487.0,2329.0,1455.0,386.0,72.0,43.0,11.0,30.0,31.0,
5164,Los Colorados,IOA,Unassigned,Knipping et al 2015,,14-,348.0,550.0,2000.0,428.0,2073.0,219.0,486.0,16.0,14.0,152.0,32.0,
5165,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,7517.0,3426.0,2000.0,100699.20000000001,3465.0,3144.0,22.7,191.0,28.0,70.7,22.6,78.2
5166,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,8047.0,4465.0,2000.0,100099.8,3873.0,3119.0,21.4,264.0,24.3,73.0,23.2,77.7
5167,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,9421.0,4738.0,2000.0,103696.20000000001,3675.0,3301.0,23.0,217.0,18.7,83.7,24.4,78.8
5168,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,5830.0,2456.0,2000.0,102497.40000000001,3905.0,3167.0,21.7,238.0,24.7,78.6,23.8,79.8
5169,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,5321.0,2324.0,2000.0,104295.6,3795.0,3202.0,29.3,232.0,22.0,75.0,24.7,78.7
5170,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,5699.0,2597.0,2000.0,110889.00000000001,3780.0,3477.0,21.0,199.0,21.4,82.4,23.2,77.6
5171,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,6641.0,3680.0,2000.0,116283.6,3939.0,3514.0,20.2,91.4,18.0,80.3,19.6,75.8
5172,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,6592.0,3817.0,2000.0,115684.20000000001,3819.0,3485.0,22.4,186.0,17.0,84.1,20.8,77.3
5173,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,9309.0,5586.0,2259.0,102497.40000000001,3689.0,3247.0,25.9,228.0,26.5,83.1,20.9,78.5
5174,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,6716.0,3084.0,2000.0,101898.00000000001,3638.0,3112.0,22.1,209.0,24.3,88.6,20.1,79.9
5175,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-7,5528.0,4220.0,2000.0,109090.8,3923.0,3230.0,18.8,856.0,26.5,88.6,38.6,78.6
5176,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,7307.0,8249.0,2000.0,104295.6,3642.0,2955.0,8.13,416.0,68.2,234.0,35.9,78.2
5177,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,6389.0,13041.0,2000.0,99500.40000000001,3683.0,2972.0,10.9,585.0,88.3,263.0,42.7,78.3
5178,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,7051.0,11021.0,2000.0,100699.20000000001,3676.0,2976.0,10.6,559.0,55.4,189.0,40.5,78.4
5179,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,11495.0,10843.0,5967.0,102497.40000000001,3800.0,3019.0,9.82,126.0,70.4,130.0,23.9,76.3
5180,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,11515.0,11055.0,5849.0,101298.6,3834.0,2767.0,11.4,199.0,33.2,121.0,27.3,76.5
5181,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,12826.0,15693.0,6811.0,100699.20000000001,4046.0,2818.0,12.5,485.0,58.4,137.0,35.4,75.4
5182,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,6692.0,13311.0,2041.0,96503.40000000001,3859.0,2985.0,11.1,693.0,63.1,184.0,46.2,78.6
5183,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,8019.0,12284.0,2000.0,94705.20000000001,3836.0,3021.0,9.6,666.0,71.2,160.0,46.9,79.0
5184,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,7134.0,10779.0,4150.0,95304.6,3930.0,2862.0,11.9,532.0,67.8,133.0,41.9,78.8
5185,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,9678.0,13117.0,2000.0,96503.40000000001,3792.0,3138.0,8.45,460.0,56.4,150.0,47.9,78.5
5186,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,13056.0,12356.0,6720.0,98901.0,3839.0,2877.0,12.6,172.0,46.0,123.0,27.4,76.4
5187,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,15009.0,13864.0,7803.0,100099.8,3873.0,2878.0,11.9,125.0,46.2,118.0,31.2,75.4
5188,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-10,16781.0,15701.0,9065.0,101898.00000000001,3818.0,2929.0,12.5,538.0,60.4,123.0,32.2,74.1
5189,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-11,8838.0,16178.0,2000.0,84515.40000000001,4138.0,2941.0,222.0,796.0,91.5,108.0,59.7,80.0
5190,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-11,5576.0,15212.0,2000.0,80319.6,4046.0,2895.0,213.0,663.0,81.6,98.8,49.6,81.4
5191,Emeishan Province,Fe-Ti-V,Taihe,Liu et al 2015,,TH11-11,7052.0,14539.0,2000.0,82717.20000000001,4084.0,2970.0,199.0,645.0,78.6,102.0,49.4,80.8
