Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,umap_3,umap_4,umap_1,umap_2,hdbscan
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.750(1) - CHUQ,92.20124816894533,352.2706604003906,2000.0,348.7968444824219,1604.78271484375,2245.02197265625,61.05739212036133,275.5848693847656,73.48587799072266,30.897289276123047,34.5651969909668,10.889513,10.384505,0.5185801,15.606949,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.750(1) - CHUQ,78.6068344116211,342.18048095703125,2000.0,283.730712890625,1802.5867919921875,2179.90234375,57.34371948242188,230.40989685058597,71.68055725097656,30.69696807861328,28.050188064575195,10.833241,10.198905,0.5214345,15.617501,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.750(1) - CHUQ,72.13003540039062,258.8037414550781,2000.0,188.61351013183597,1538.97216796875,2236.663818359375,65.65499114990234,209.5640411376953,71.253662109375,30.696218490600582,27.69078063964844,10.740018,9.911456,0.55174696,15.6186075,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.750(1) - CHUQ,99.3521728515625,374.6374206542969,2000.0,265.1436767578125,1951.094482421875,2499.222900390625,66.55355072021484,254.0221405029297,85.0481948852539,38.34751129150391,34.27789306640625,10.890048,10.32683,0.50118285,15.590088,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.750(1) - CHUQ,83.35880279541016,337.38995361328125,2000.0,154.8061065673828,1421.84033203125,1844.79150390625,63.50004959106445,190.41387939453125,72.84953308105469,31.84314727783203,25.68142318725586,10.732084,9.996063,0.55131596,15.615802,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,131.37286376953125,1480.131591796875,2000.0,2702.711181640625,1851.468017578125,3698.0537109375,70.48639678955078,1673.111572265625,61.09405899047852,27.386308670043945,69.30550384521484,10.951493,11.425364,-0.07733776,14.991454,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,124.32515716552734,1279.2296142578125,2000.0,3810.63232421875,1815.0765380859373,4706.5361328125,68.48330688476562,1283.0286865234375,63.19499206542969,30.270383834838867,68.96536254882812,10.973608,11.269709,-0.07730853,15.010201,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,110.33322143554688,840.6049194335938,2000.0,2976.93359375,1811.6490478515625,3950.932861328125,60.07094955444336,657.9656372070312,63.67945098876953,29.119001388549805,59.58393859863281,10.966166,11.138847,-0.079672076,15.002112,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,130.28582763671875,1469.1927490234375,2000.0,1901.50244140625,1684.2288818359375,2955.669677734375,77.0401382446289,1469.7440185546875,64.26492309570312,28.772611618041992,59.74965286254883,10.984986,11.204613,-0.05296418,15.010648,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,123.75572204589844,1519.9510498046875,2000.0,3602.338623046875,1825.1824951171875,4439.25390625,68.77849578857422,1479.2088623046875,61.35689163208008,27.62321281433105,57.30656051635742,10.78945,11.00362,-0.073473744,14.991577,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,147.0376434326172,1512.20068359375,2000.0,3464.82958984375,1743.635009765625,4576.90185546875,72.78055572509766,1418.8963623046875,63.44713973999024,29.846134185791016,66.58602905273438,10.759758,11.463427,-0.07684549,14.9916315,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,130.76129150390625,1315.6109619140625,2000.0,2392.9775390625,1688.8951416015625,3197.68701171875,71.3695297241211,1190.5228271484375,64.96675872802734,29.027257919311523,65.57501983642578,10.7015,11.193984,-0.07574054,14.995777,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,124.01971435546876,645.8605346679688,2000.0,1882.227294921875,1295.802490234375,3125.09423828125,13.192532539367676,269.74627685546875,57.38228225708008,24.50271415710449,47.24222946166992,10.911076,10.639266,0.6116963,15.783142,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,97.27810668945312,442.8543090820313,2000.0,1469.7244873046875,1363.4229736328125,2634.751220703125,21.60718536376953,138.679931640625,57.43635559082031,24.377668380737305,37.338680267333984,10.921163,10.447551,0.65639573,15.848444,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,93.4918975830078,421.8131408691406,2000.0,704.6118774414062,1478.31591796875,1954.8511962890625,32.90073013305664,133.28793334960938,48.0884895324707,23.7582950592041,34.57942199707031,10.910899,10.392501,0.66212696,15.850672,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,57.71723937988281,232.94720458984372,2000.0,643.7915649414062,1532.0892333984375,1548.3216552734375,47.44728469848633,97.83480834960938,44.86742782592773,20.667570114135746,19.774215698242188,10.922607,9.703902,1.3014311,16.38233,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271o - ESTE - CHUQ,62.34766387939453,258.05792236328125,2000.0,282.23944091796875,1819.9927978515625,1221.1380615234375,48.085723876953125,108.11626434326172,48.851409912109375,24.865306854248047,16.59490203857422,10.838233,9.69272,1.3355578,16.430815,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271n - BANCO - CHUQ,76.20895385742188,1396.423583984375,2000.0,1293.8564453125,1629.2078857421875,2541.025634765625,68.87619018554688,2218.532470703125,82.10301208496094,26.907812118530277,83.2290267944336,11.002144,11.110939,-0.039088883,15.031976,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271n - BANCO - CHUQ,66.18055725097656,1353.2791748046875,2000.0,351.375732421875,1537.9112548828125,1509.631591796875,55.97732162475586,2333.73193359375,77.3968734741211,23.48108291625977,75.63166809082031,10.614957,10.778628,-0.028751941,15.03913,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271n - BANCO - CHUQ,68.57186126708984,1280.982177734375,2000.0,1583.2637939453125,1591.7657470703125,2702.27734375,63.97037887573242,2141.35595703125,76.52474975585938,28.03202438354492,85.17228698730469,10.978923,11.195443,-0.029962515,15.035928,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271n - BANCO - CHUQ,84.14771270751953,1734.859375,2000.0,1328.812744140625,1556.197509765625,2412.05615234375,70.28506469726562,2538.211181640625,74.07725524902344,25.926231384277344,75.8523941040039,10.7287855,11.201213,-0.021214765,15.044537,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271n - BANCO - CHUQ,80.95773315429688,1461.3909912109375,2000.0,967.8981323242188,1411.1175537109375,2420.798095703125,63.02710723876953,2047.5638427734373,77.15170288085938,24.524507522583008,79.050048828125,11.046006,11.154304,-0.019415244,15.051084,2
Chuquicamata,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,OR.6271n - BANCO - CHUQ,83.31526184082031,1354.57958984375,2000.0,2670.89990234375,1526.477783203125,3438.691162109375,66.00222778320312,2062.422119140625,77.17140197753906,25.880142211914062,75.4656982421875,10.798126,11.259981,-0.048671003,15.023491,2
Michiquillay,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,BM.2014-OR8(6) ,52.40064239501953,300.618896484375,2000.0,442.65960693359375,1414.503662109375,599.2742919921875,185.5273895263672,41.08938217163086,31.77046775817871,29.8759880065918,10.45753002166748,11.046218,9.155151,2.4643943,16.440456,2
Michiquillay,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,BM.2014-OR8(6) ,48.48261260986328,277.6180114746094,2000.0,419.46282958984375,1751.51904296875,392.9902038574219,205.29116821289065,47.00911331176758,25.79791831970215,38.52133941650391,26.27992057800293,10.7746315,9.126398,2.5154264,16.682833,2
Michiquillay,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,BM.2014-OR8(6) ,42.704219818115234,214.8576812744141,2000.0,332.04052734375,1683.4305419921875,339.6068725585937,184.71044921875,44.548583984375,23.1768798828125,32.81017303466797,23.28959274291992,10.762184,9.488847,2.5202835,16.692924,2
Michiquillay,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,BM.2014-OR8(6) ,44.5462532043457,272.9423522949219,2000.0,396.2608947753906,1795.9844970703125,410.0343933105469,205.2740478515625,52.8621826171875,26.513551712036133,39.24645614624024,28.0115909576416,11.1096325,9.321902,2.5019374,16.672066,2
Michiquillay,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,BM.2014-OR8(6) ,48.08560180664063,254.3456268310547,2000.0,349.65264892578125,1556.859130859375,503.5025939941406,171.13600158691406,45.647117614746094,41.958290100097656,28.875688552856445,14.341072082519531,10.594344,9.0952215,2.5314653,16.406801,2
Michiquillay,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,BM.2014-OR8(6) ,22.76520538330078,165.15284729003906,2000.0,104.24382781982422,1467.864013671875,405.7989501953125,134.82688903808594,30.24208068847656,31.58965492248535,27.393274307250977,9.208415985107422,11.025938,8.744427,2.7067394,16.77313,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,39.255184173583984,707.4683837890625,2000.0,326.2622985839844,1328.0601806640625,760.9591064453125,129.8185577392578,160.49551391601562,32.071529388427734,32.36861801147461,26.477340698242188,11.178757,10.031228,1.6860192,16.128298,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,46.18285751342773,517.0074462890625,2000.0,235.58132934570312,3795.14697265625,328.295166015625,72.71503448486328,27.31528854370117,39.73768997192383,71.19144439697266,16.304319381713867,11.11646,9.097354,2.6460185,16.602972,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,50.79451370239258,693.1046752929688,2000.0,194.34654235839844,3729.11865234375,342.3761291503906,74.0730972290039,39.70929336547852,38.48229217529297,79.3323974609375,20.376548767089844,10.893962,9.486513,2.65088,16.601707,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,51.56386947631836,641.2667846679688,2000.0,228.6992034912109,3761.4931640625,336.2341003417969,79.24986267089844,37.81898498535156,38.95660018920898,75.85830688476562,18.42069435119629,10.756364,9.297668,2.6417303,16.59122,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,53.80250930786133,629.4921875,2000.0,291.8768615722656,3734.623779296875,341.47979736328125,76.22637939453125,44.61548614501953,39.45393371582031,71.422119140625,18.381908416748047,10.917126,9.432412,2.6335695,16.590881,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,49.38091278076172,643.521484375,2000.0,348.584228515625,3842.955078125,330.884521484375,71.77760314941406,54.65768814086914,39.57118225097656,75.55265808105469,18.704343795776367,10.849916,9.276024,2.644234,16.553858,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,78.05012512207031,1105.5030517578125,2000.0,414.325927734375,1566.19970703125,489.4124450683594,99.54853057861328,91.20890045166016,39.71893310546875,35.81378173828125,32.55872344970703,10.792499,9.935277,1.4495348,16.303967,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,47.33941650390625,450.6356201171875,2000.0,226.84474182128903,1462.33447265625,321.0877990722656,124.36065673828124,29.35747718811035,37.6717643737793,33.32987976074219,14.708222389221191,10.853172,8.763475,2.6177394,16.681644,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,61.09467697143555,692.5941772460938,2000.0,274.121337890625,1701.6812744140625,592.6527099609375,91.3298797607422,95.7572021484375,32.99773406982422,31.830162048339844,35.01305389404297,10.792786,9.77305,1.4531941,16.304,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,43.97311019897461,643.7561645507812,2000.0,438.0481567382813,1619.7940673828125,531.3571166992188,33.02217483520508,91.84503173828124,42.68851852416992,66.3233642578125,28.43110656738281,10.675322,9.809004,1.4607003,16.426964,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,52.695919036865234,741.2019653320312,2000.0,456.7734069824219,1632.988037109375,477.4610290527344,33.839393615722656,119.19994354248048,41.32113265991211,64.41157531738281,29.645244598388672,10.860793,9.7437105,1.4551563,16.384459,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,134.2946319580078,1711.2662353515625,2000.0,663.8699951171875,1567.2061767578125,782.7557983398438,94.97148895263672,396.876953125,43.89677810668945,43.7972526550293,49.410255432128906,10.447263,10.876922,0.82281786,15.06279,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,39.08836364746094,404.9116516113281,2000.0,153.25506591796875,1463.943359375,320.8453674316406,143.03164672851562,36.86143112182617,30.808704376220703,65.00405883789062,19.04164695739746,10.786931,9.070676,2.6390536,16.735756,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,52.667030334472656,591.03857421875,2000.0,165.7759246826172,1435.616455078125,544.085693359375,102.51042938232422,49.94931411743164,39.88941192626953,35.2934684753418,30.044841766357425,10.833005,9.43282,1.7294711,16.502676,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,255.0772705078125,3016.46728515625,2000.0,918.2454223632812,1847.4410400390625,798.6497802734375,144.62860107421875,278.0721435546875,46.18422317504883,36.72681427001953,75.76200866699219,10.234807,10.687235,0.7405663,14.821206,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,74.27446746826172,784.7868041992188,2000.0,197.5072326660156,1518.0682373046875,519.6930541992188,146.10342407226562,52.984619140625,34.02546691894531,29.79465675354004,34.0622673034668,10.77119,9.441676,1.5625825,16.395533,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,49.208255767822266,709.224609375,2000.0,300.0072021484375,1964.1483154296875,393.935302734375,113.2068862915039,44.52935791015625,21.323728561401367,29.89564323425293,12.147217750549316,11.258326,9.052175,2.5342798,16.464184,2
Zaldivar,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic-Propylitic,RTX-6759114-ZAL,209.961181640625,2414.853759765625,2000.0,757.9931640625,1908.4388427734373,547.15234375,50.50126266479492,223.2734375,45.67749786376953,39.507423400878906,62.39186096191406,10.800157,10.545062,0.88418335,14.941489,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,45.81322860717773,1271.0299072265625,2000.0,776.0103759765625,4896.90576171875,239.11170959472656,24.46363067626953,512.0438232421875,7.702230453491211,25.09267234802246,24.17756462097168,11.331984,10.134391,1.7954433,15.145004,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,46.13991165161133,1507.235107421875,2000.0,825.719482421875,3117.416748046875,535.314697265625,11.177135467529297,1239.013916015625,28.12446594238281,20.452756881713867,69.89724731445312,11.027397,10.332616,1.6591735,15.206024,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,30.715436935424805,1285.5291748046875,2000.0,824.5289916992188,4262.93115234375,320.2696533203125,63.65216064453125,770.6957397460938,29.45496940612793,49.06176376342773,33.34992218017578,11.043431,10.529578,1.7383413,15.150463,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,36.67835998535156,1586.97314453125,2000.0,946.872314453125,3394.458740234375,259.89862060546875,20.53696060180664,938.220458984375,34.26329803466797,50.31787109375,50.74350738525391,10.613478,10.206577,1.7296616,15.172309,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,55.5375862121582,1454.9747314453125,2000.0,752.0499267578125,6779.109375,284.9974670410156,42.09219741821289,526.7000122070312,8.086798667907715,26.12753677368164,11.73376178741455,11.395407,10.103614,1.805122,15.160809,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,45.945350646972656,1267.087158203125,2000.0,681.9729614257812,2883.8623046875,506.8482971191406,35.673118591308594,597.2495727539062,10.030537605285645,22.91990852355957,27.567914962768555,11.157575,10.588263,1.7874751,15.147154,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,50.99961853027344,1454.065185546875,2000.0,863.8751831054688,5047.91796875,331.490966796875,28.02078628540039,427.8642272949219,7.897612571716309,33.78630065917969,39.34700012207031,10.879542,10.14392,1.7889992,15.143741,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,98.54734802246094,1302.2784423828125,2000.0,658.00537109375,3408.373046875,409.1046142578125,17.721755981445312,536.9361572265625,19.42746925354004,35.99137115478516,22.3509578704834,10.702513,10.09863,1.7871832,15.153826,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,26.970134735107425,875.1569213867188,2000.0,632.677001953125,2898.913818359375,273.81414794921875,34.51427459716797,608.4378662109375,23.39285469055176,32.19501876831055,35.50011444091797,11.318473,10.146446,1.7513322,15.178641,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,30.51095390319824,1070.2369384765625,2000.0,700.196044921875,5155.26416015625,863.18212890625,245.2930450439453,398.2189025878906,5.61337423324585,40.341304779052734,27.89788246154785,11.199663,10.48818,1.6643319,15.045678,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,64.15715789794922,2493.3681640625,2503.770263671875,798.2039184570312,3636.157958984375,294.0468139648437,31.274036407470703,471.4322814941406,12.272658348083496,37.18014907836914,15.519542694091797,11.084002,10.007545,1.7902831,15.15164,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,38.054317474365234,1104.6220703125,2000.0,551.8046264648438,3753.6962890625,284.45172119140625,19.97865295410156,630.1905517578125,19.770198822021484,33.665775299072266,17.33264923095703,11.34639,10.018008,1.7740023,15.155052,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,34.918094635009766,1306.8763427734375,2000.0,696.1524658203125,2157.852294921875,194.18096923828125,12.738530158996582,493.3472900390625,25.685991287231445,38.59296798706055,65.14146423339844,10.49879,9.944228,1.708805,15.200738,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,30.05489730834961,1300.0440673828125,2000.0,649.6326293945312,3135.15771484375,384.7850341796875,92.3055419921875,432.1627197265625,18.912965774536133,16.10480499267578,40.1004638671875,11.182663,10.206067,1.7372131,15.208618,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,26.98685836791992,659.5961303710938,2000.0,736.7654418945312,3242.071533203125,284.35406494140625,218.29820251464844,227.6771240234375,17.13737678527832,18.83650016784668,14.363505363464355,11.282437,9.644722,1.788655,15.324492,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,53.4874153137207,1282.9638671875,2000.0,713.3899536132812,4638.51611328125,330.7875671386719,22.29120635986328,285.6195983886719,7.077226161956787,32.7817497253418,37.94898986816406,11.0517,10.022644,1.8070208,15.129763,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,36.86270523071289,1213.61767578125,2000.0,812.22412109375,3006.949462890625,333.174072265625,55.235469818115234,727.2440795898438,7.537882328033447,36.61111068725586,24.092065811157227,10.992521,10.413437,1.7943866,15.150879,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,43.09917449951172,1054.83740234375,2000.0,618.459716796875,3073.845947265625,288.5565490722656,19.098573684692383,388.280517578125,6.169644832611084,9.45672607421875,12.719974517822266,11.289159,9.638919,1.7937583,15.155903,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,56.88898468017578,1497.08642578125,2000.0,747.0523681640625,3733.549560546875,306.4742431640625,21.02605628967285,362.7788391113281,6.0431227684021,12.636059761047363,21.51895904541016,11.383036,9.96643,1.8073428,15.166144,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,44.11648178100586,1716.079833984375,2000.0,900.0625610351562,2860.9814453125,288.6561889648437,10.561832427978516,512.2897338867188,18.501543045043945,8.841517448425293,33.85635757446289,11.00187,9.955717,1.7709471,15.175553,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Potassic,RTX-3372032-LG,20.47879981994629,395.398193359375,2000.0,534.5374755859375,3785.581298828125,342.594482421875,60.199649810791016,200.64913940429688,3.574788808822632,18.360769271850582,24.36608123779297,11.417543,9.9220915,1.8278191,15.450982,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,116.77484893798828,1280.8702392578125,2000.0,256.3994445800781,2331.635986328125,1572.92138671875,127.67359161376952,424.0323791503906,1.0,10.664703369140623,16.048816680908203,11.300006,10.686984,0.3370091,12.887515,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,168.2919464111328,2608.4560546875,2000.0,638.8421630859375,2368.755859375,3094.501220703125,89.50588989257812,1819.2010498046875,1.7207343578338623,12.996280670166016,32.940399169921875,11.083791,10.982047,0.33588624,12.890698,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,238.69549560546875,2945.190673828125,2000.0,10606.556640625,2773.26220703125,11170.18359375,83.41973876953125,1609.951171875,1.0,16.768775939941406,27.89838218688965,11.055803,11.305099,0.30856803,12.864797,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,180.96429443359372,2801.26220703125,2000.0,5065.74462890625,1890.0186767578125,7962.74609375,70.10831451416016,1510.074462890625,1.0,7.376595020294189,16.781301498413086,11.00305,11.222126,0.31022623,12.8603945,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,188.8313446044922,2221.111083984375,2000.0,13026.6806640625,1796.62109375,9036.720703125,78.0953369140625,1430.505126953125,1.0,13.046311378479004,12.45298194885254,11.119395,11.285065,0.31594205,12.863668,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,118.511474609375,1070.2147216796875,2000.0,591.24169921875,916.9508056640624,2448.97021484375,13.312960624694824,272.3844299316406,2.1549642086029053,9.20365047454834,11.588189125061035,11.22091,10.346685,0.353874,12.896029,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,269.587646484375,6915.6298828125,2000.0,3242.539306640625,1223.1680908203125,3866.036865234375,70.55409240722656,2530.552490234375,1.0,5.79107141494751,34.95732879638672,10.850332,11.159495,0.30639726,12.859963,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,156.7193145751953,1544.03759765625,2000.0,3611.12158203125,986.7293090820312,4130.916015625,89.38890075683594,697.8895874023438,1.0,11.027591705322266,13.151801109313965,11.239678,10.957699,0.34700403,12.892973,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,160.6046600341797,4293.30126953125,2000.0,682.6497192382812,2074.381103515625,2329.22265625,96.67742156982422,1899.2130126953125,1.0,19.88799476623535,37.388427734375,11.129458,11.104271,0.33227286,12.924444,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,159.293212890625,1867.25048828125,2000.0,1173.481201171875,1942.21875,2744.832763671875,84.26215362548828,644.28173828125,3.2641727924346924,13.701542854309082,25.871753692626957,11.263921,11.025752,0.33637443,12.894999,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,171.97674560546875,1986.56640625,2000.0,2178.17529296875,1357.8494873046875,3376.239013671875,45.14566040039063,606.4597778320312,1.0,2.8633406162261963,14.197556495666504,11.328168,10.957676,0.31664127,12.86552,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,157.87477111816406,1911.045166015625,2000.0,822.5903930664062,1008.88232421875,3297.92578125,72.73799896240234,948.5999145507812,2.108285903930664,9.906367301940918,13.102538108825684,11.562017,10.872529,0.33836806,12.8869,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,152.00955200195312,1657.656982421875,2000.0,1445.9344482421875,2109.828369140625,2442.24755859375,41.503787994384766,301.7649841308594,2.920754194259644,9.007238388061523,25.9742431640625,11.086502,10.5554495,0.3710629,12.939023,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,168.3932647705078,1575.9566650390625,2000.0,7385.04248046875,2034.7025146484373,3340.72216796875,64.83110046386719,751.7146606445312,1.0,13.52676773071289,11.69101333618164,11.088768,10.626436,0.32831946,12.877062,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,247.50912475585935,4527.4970703125,2000.0,3507.70068359375,1045.474365234375,4906.42041015625,15.8832368850708,2220.466796875,1.0,10.70165729522705,20.73209381103516,10.764925,10.694511,0.31239933,12.867405,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,233.8663330078125,4366.314453125,2000.0,4536.9482421875,1156.9124755859375,3669.8046875,101.9282684326172,2243.86328125,1.6876815557479858,16.382427215576172,23.636781692504883,11.196675,11.122606,0.31405878,12.869393,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,185.4869537353516,2913.859130859375,2000.0,1202.995849609375,2067.120849609375,2347.133544921875,82.17313385009766,197.43017578125,3.738638162612915,19.494821548461918,49.06553649902344,10.869829,10.665516,0.3980829,13.117858,2
La Granja,Porphyry,Hydrothermal mgt,Sievwright 2017,Argillic-intermediate,RTX-3372032-LG,129.3340301513672,1632.500732421875,2000.0,508.1855163574219,2570.738037109375,3228.615478515625,98.50293731689452,511.7140808105469,1.0,17.937448501586914,26.67084503173828,11.275948,10.569897,0.33608776,12.888375,2
